DayNum,VehId,Trip,Vehicle Speed[km/h],MAF[g/sec],Engine RPM[RPM],Absolute Load[%],OAT[DegC],Fuel Rate[L/hr],Air Conditioning Power[kW]
1.931786287,8,707,49,23.15999985,2078,77.2549057,22,11,2.23
1.931786287,8,707,52,23.15999985,2078,77.2549057,17,13,1.16
1.931786287,8,707,52,23.15999985,2078,76.86274719,25,10,2.88
1.931786287,8,707,54,23.15999985,2078,76.86274719,3,5,3.75
1.931786287,8,707,57,25.22999954,2284,76.86274719,-4,8,4.25
1.931786287,8,707,59,25.22999954,2284,76.86274719,10,14,3.66
1.931786287,8,707,59,16.84000015,2329,76.86274719,-4,4,4.24
1.931786287,8,707,58,16.84000015,2329,76.86274719,-1,12,4.95
1.931786287,8,707,58,4.400000095,1719,14.90196133,22,5,1.58
1.931786287,8,707,57,4.400000095,1719,14.90196133,-3,10,1.11
1.931786287,8,707,55,4.400000095,1719,14.90196133,0,7,1.36
1.931786287,8,707,55,11.72999954,1662,14.90196133,21,10,3.81
1.931786287,8,707,54,8.789999962,1627,14.90196133,5,4,4.44
1.931786287,8,707,54,8.789999962,1627,72.94117737,21,11,0.44
1.931786287,8,707,53,8.789999962,1627,72.94117737,8,6,1.05
1.931786287,8,707,53,18.01000023,1637,72.94117737,29,4,0.01
1.931786287,8,707,54,18.01000023,1637,72.94117737,-5,15,4.02
1.931786287,8,707,54,20.64999962,1683,72.94117737,11,15,2.59
1.931786287,8,707,55,20.64999962,1683,72.94117737,6,13,1.59
1.719773806,10,1558,53.59000015,1,1,1,3,12,3.39
1.719773806,10,1558,51.97999954,1,1,1,-3,8,0.69
1.719773806,10,1558,50.36999893,1,1,1,29,8,4.26
1.719773806,10,1558,50.36999893,1,1,1,28,14,2.24
1.719773806,10,1558,49.79999924,1,1,1,14,13,3.69
1.719773806,10,1558,51.56999969,1,1,1,6,10,0.37
1.719773806,10,1558,52.93999863,1,1,1,19,6,1.54
1.719773806,10,1558,52.93999863,1,1,1,7,13,0.91
1.719773806,10,1558,54.29999924,1,1,1,-2,5,2.92
1.719773806,10,1558,54.29999924,1,1,1,12,13,4.02
1.719773806,10,1558,54.62999725,1,1,1,25,4,1.88
1.719773806,10,1558,54.62999725,1,1,1,-2,9,4.29
1.719773806,10,1558,54.48999786,1,1,1,23,9,2.27
1.719773806,10,1558,54.20999908,1,1,1,24,14,0.70
1.719773806,10,1558,53.40999985,1,1,1,1,5,3.47
1.719773806,10,1558,53.40999985,1,1,1,12,13,0.18
1.719773806,10,1558,52.32999802,1,1,1,19,11,2.58
1.719773806,10,1558,52.32999802,1,1,1,23,11,2.58
1.719773806,10,1558,51.81999969,1,1,1,20,14,3.79
1.719773806,10,1558,51.05999756,1,1,1,24,10,3.48
1.719773806,10,1558,51.21999741,1,1,1,24,12,0.64
1.719773806,10,1558,52.68999863,1,1,1,11,15,1.08
1.719773806,10,1558,52.68999863,1,1,1,29,13,4.39
1.719773806,10,1558,53.34000015,1,1,1,24,4,3.59
1.719773806,10,1558,53.34000015,1,1,1,-2,5,3.43
1.719773806,10,1558,53.72999954,1,1,1,-3,14,1.85
1.719773806,10,1558,53.77000046,1,1,1,6,15,4.21
1.719773806,10,1558,53.88999939,1,1,1,5,10,2.52
1.719773806,10,1558,53.70999908,1,1,1,-4,11,3.63
1.719773806,10,1558,53.70999908,1,1,1,24,5,2.23
1.719773806,10,1558,53.25,1,1,1,-1,4,2.44
1.719773806,10,1558,53.25,1,1,1,12,13,4.91
1.719773806,10,1558,52,1,1,1,-2,7,2.24
1.719773806,10,1558,50.02999878,1,1,1,29,14,3.56
1.719773806,10,1558,45.32999802,1,1,1,19,4,4.47
1.719773806,10,1558,45.32999802,1,1,1,-3,14,3.04
1.719773806,10,1558,41.09999847,1,1,1,16,5,3.03
1.719773806,10,1558,35.11000061,1,1,1,13,15,2.00
1.719773806,10,1558,35.11000061,1,1,1,13,13,1.11
1.719773806,10,1558,29.73999977,1,1,1,22,9,1.90
1.719773806,10,1558,24.76999855,1,1,1,13,15,4.30
1.719773806,10,1558,19.48999977,1,1,1,5,7,0.94
1.719773806,10,1558,19.48999977,1,1,1,18,15,1.78
1.719773806,10,1558,13.90999985,1,1,1,22,10,1.64
1.719773806,10,1558,8.970000267,1,1,1,28,4,4.81
1.719773806,10,1558,8.970000267,1,1,1,27,12,4.09
1.719773806,10,1558,4.849999905,1,1,1,14,11,1.63
1.719773806,10,1558,4.849999905,1,1,1,1,9,2.30
1.719773806,10,1558,0,1,1,1,2,14,4.14
1.719773806,10,1558,0,1,1,1,12,5,3.40
1.719773806,10,1558,0,1,1,1,11,4,1.07
1.719773806,10,1558,0,1,1,1,5,12,2.97
1.719773806,10,1558,0,1,1,1,-1,7,2.47
1.719773806,10,1558,0,1,1,1,5,5,2.41
1.719773806,10,1558,0,1,1,1,29,12,2.98
1.719773806,10,1558,0,1,1,1,-4,14,0.43
1.719773806,10,1558,3.359999895,1,1,1,24,11,0.60
1.719773806,10,1558,3.359999895,1,1,1,7,7,0.57
1.719773806,10,1558,3.359999895,1,1,1,5,12,4.45
1.719773806,10,1558,10.85999966,1,1,1,8,4,0.16
1.719773806,10,1558,18.37999916,1,1,1,-4,12,3.42
1.719773806,10,1558,25.3599987,1,1,1,-5,8,1.31
1.719773806,10,1558,30.36999893,1,1,1,7,10,4.52
1.719773806,10,1558,30.36999893,1,1,1,16,7,0.44
1.719773806,10,1558,30.36999893,1,1,1,12,9,4.17
1.719773806,10,1558,30.36999893,1,1,1,9,8,1.57
1.719773806,10,1558,35.04000092,1,1,1,-4,15,3.51
1.719773806,10,1558,37.68000031,1,1,1,7,7,3.74
1.719773806,10,1558,37.86999893,1,1,1,30,8,1.75
1.719773806,10,1558,39.29999924,1,1,1,10,11,3.20
1.719773806,10,1558,40.36999893,1,1,1,8,10,2.27
1.719773806,10,1558,40.36999893,1,1,1,28,14,2.71
1.719773806,10,1558,40.36999893,1,1,1,7,15,0.13
1.719773806,10,1558,42.09000015,1,1,1,-3,14,1.77
1.719773806,10,1558,43.71999741,1,1,1,22,7,1.38
1.719773806,10,1558,45.02000046,1,1,1,25,4,1.49
1.719773806,10,1558,46.06999969,1,1,1,2,10,1.99
1.719773806,10,1558,47.13999939,1,1,1,5,6,1.50
1.719773806,10,1558,47.13999939,1,1,1,7,12,1.15
1.719773806,10,1558,47.13999939,1,1,1,9,14,1.96
1.719773806,10,1558,48.45000076,1,1,1,29,11,3.07
1.719773806,10,1558,48.93999863,1,1,1,6,8,0.37
1.719773806,10,1558,48.06999969,1,1,1,27,7,2.41
1.719773806,10,1558,47.36999893,1,1,1,27,13,3.15
1.719773806,10,1558,45.79999924,1,1,1,4,12,4.63
1.719773806,10,1558,45.79999924,1,1,1,29,9,2.86
1.719773806,10,1558,45.79999924,1,1,1,8,14,1.99
1.719773806,10,1558,45.23999786,1,1,1,18,6,1.02
1.719773806,10,1558,44.29000092,1,1,1,-4,8,3.88
1.719773806,10,1558,43.64999771,1,1,1,11,15,3.68
1.719773806,10,1558,42.70000076,1,1,1,0,10,3.82
1.719773806,10,1558,43.36999893,1,1,1,-1,11,4.91
1.719773806,10,1558,43.36999893,1,1,1,-2,13,0.36
1.719773806,10,1558,43.36999893,1,1,1,24,13,4.21
1.719773806,10,1558,43.36999893,1,1,1,4,6,2.91
1.719773806,10,1558,43.48999786,1,1,1,7,15,1.32
1.719773806,10,1558,42.93999863,1,1,1,-1,15,2.16
1.719773806,10,1558,40.65999985,1,1,1,6,14,4.98
1.719773806,10,1558,34.68999863,1,1,1,1,4,4.75
1.719773806,10,1558,27.97999954,1,1,1,18,9,4.96
1.719773806,10,1558,27.97999954,1,1,1,26,13,1.49
1.719773806,10,1558,20.8599987,1,1,1,25,6,0.93
1.719773806,10,1558,16.21999931,1,1,1,0,9,1.47
1.719773806,10,1558,14.92999935,1,1,1,16,12,1.69
1.719773806,10,1558,16.19999886,1,1,1,9,12,2.74
1.719773806,10,1558,16.19999886,1,1,1,30,14,3.09
1.719773806,10,1558,16.19999886,1,1,1,28,7,4.46
1.719773806,10,1558,23.51000023,1,1,1,17,9,2.65
1.719773806,10,1558,30.02999878,1,1,1,-2,11,4.97
1.719773806,10,1558,34.05999756,1,1,1,16,12,4.26
1.719773806,10,1558,33.70999908,1,1,1,-5,4,4.64
1.719773806,10,1558,30.51000023,1,1,1,22,15,3.78
1.719773806,10,1558,30.51000023,1,1,1,-3,4,1.68
1.719773806,10,1558,30.51000023,1,1,1,20,11,3.26
1.719773806,10,1558,25.71999931,1,1,1,9,6,2.61
1.719773806,10,1558,22.68000031,1,1,1,0,15,4.99
1.719773806,10,1558,23.68999863,1,1,1,-3,14,2.91
1.719773806,10,1558,26.46999931,1,1,1,23,13,1.78
1.719773806,10,1558,29.96999931,1,1,1,-1,5,0.50
1.719773806,10,1558,29.96999931,1,1,1,5,6,3.42
1.719773806,10,1558,29.96999931,1,1,1,30,6,3.01
1.719773806,10,1558,29.96999931,1,1,1,25,11,4.93
1.719773806,10,1558,33.41999817,1,1,1,12,13,0.98
1.719773806,10,1558,36.25999832,1,1,1,13,15,0.57
1.719773806,10,1558,37.73999786,1,1,1,-4,8,2.55
1.719773806,10,1558,36.41999817,1,1,1,28,12,1.50
1.719773806,10,1558,36.41999817,1,1,1,23,8,1.34
1.719773806,10,1558,34.43999863,1,1,1,21,6,3.64
1.719773806,10,1558,34.43999863,1,1,1,10,10,4.05
1.058991074,11,1485,40.43999863,6.129999638,1336,1,25,10,2.45
1.058991074,11,1485,40.43999863,4.199999809,2214,1,24,12,2.03
1.058991074,11,1485,40.43999863,4.199999809,2214,1,-2,7,2.07
1.058991074,11,1485,42.59999847,4.199999809,2214,1,9,4,4.06
1.058991074,11,1485,43.45999908,4.199999809,2214,1,7,4,1.00
1.058991074,11,1485,43.45999908,2.25,1014,1,21,12,4.33
1.058991074,11,1485,44.68000031,2.25,1014,1,-3,7,1.08
1.058991074,11,1485,44.68000031,2.25,1014,1,-1,12,3.10
1.058991074,11,1485,46.06999969,2.25,1014,1,17,9,0.90
1.058991074,11,1485,46.06999969,4.039999962,990,1,23,4,1.03
1.058991074,11,1485,46.31999969,4.039999962,990,1,17,15,4.98
1.058991074,11,1485,46.31999969,4.039999962,990,1,-3,8,0.71
1.058991074,11,1485,46.31999969,4.039999962,990,1,9,6,4.49
1.058991074,11,1485,44.79999924,4.039999962,990,1,15,5,2.17
1.058991074,11,1485,44.79999924,0.870000005,0,1,20,4,4.20
1.058991074,11,1485,42.90999985,0.870000005,0,1,30,8,4.72
1.058991074,11,1485,42.45999908,0.870000005,0,1,27,4,0.45
1.058991074,11,1485,42.45999908,17.79999924,1764,1,12,11,4.84
1.058991074,11,1485,42.16999817,17.79999924,1764,1,8,15,1.28
1.058991074,11,1485,41.57999802,17.79999924,1764,1,19,5,2.15
1.058991074,11,1485,41.57999802,4.569999695,1688,1,26,9,1.95
1.058991074,11,1485,41.57999802,4.569999695,1688,1,17,14,2.21
1.058991074,11,1485,41.45999908,4.569999695,1688,1,9,12,2.42
1.058991074,11,1485,40.45000076,4.569999695,1688,1,2,5,4.09
1.058991074,11,1485,40.45000076,0.870000005,0,1,3,4,4.04
1.058991074,11,1485,39.06999969,0.870000005,0,1,23,13,1.43
1.058991074,11,1485,39.84000015,0.870000005,0,1,4,15,3.01
1.058991074,11,1485,39.84000015,34.52999878,2270,1,3,12,2.94
1.058991074,11,1485,39.84000015,34.52999878,2270,1,-1,8,0.57
1.058991074,11,1485,41.73999786,34.52999878,2270,1,7,5,4.11
1.058991074,11,1485,41.73999786,34.52999878,2270,1,13,11,1.99
1.058991074,11,1485,42.15999985,5.309999943,1260,1,21,7,3.00
1.058991074,11,1485,43.02000046,5.309999943,1260,1,29,11,4.23
1.058991074,11,1485,43.02000046,2,258,1,1,15,0.78
1.058991074,11,1485,42.31999969,2,258,1,20,11,2.15
1.058991074,11,1485,42.46999741,2,258,1,10,9,4.54
1.058991074,11,1485,42.46999741,2,258,1,27,5,0.08
1.058991074,11,1485,42.46999741,26.76999855,2198,1,-3,8,1.86
1.058991074,11,1485,42.79999924,26.76999855,2198,1,2,7,0.41
1.058991074,11,1485,44.54999924,26.76999855,2198,1,-3,8,1.53
1.058991074,11,1485,44.54999924,6.909999847,1454,1,0,5,1.54
1.058991074,11,1485,44.86000061,6.909999847,1454,1,29,11,3.82
1.058991074,11,1485,44.50999832,6.909999847,1454,1,-3,9,4.18
1.058991074,11,1485,44.50999832,4.190000057,306,1,15,10,0.44
1.058991074,11,1485,44,4.190000057,306,1,6,7,4.93
1.058991074,11,1485,44,4.190000057,306,1,19,10,2.86
1.058991074,11,1485,44,4.190000057,306,1,30,5,2.67
1.058991074,11,1485,44.27999878,4.190000057,306,1,24,8,0.45
1.058991074,11,1485,44.27999878,11.46999931,1456,1,16,13,2.66
1.058991074,11,1485,45.16999817,11.46999931,1456,1,20,15,2.40
1.058991074,11,1485,45.46999741,11.46999931,1456,1,20,10,4.19
1.058991074,11,1485,45.46999741,6.319999695,2162,1,10,10,0.01
1.058991074,11,1485,45.64999771,6.319999695,2162,1,15,7,2.27
1.058991074,11,1485,45.68000031,6.319999695,2162,1,24,11,2.37
1.058991074,11,1485,45.68000031,6.319999695,2162,1,11,10,3.45
1.058991074,11,1485,45.68000031,2.589999914,0,1,-3,5,0.95
1.058991074,11,1485,45.68000031,2.589999914,0,1,25,4,3.30
1.058991074,11,1485,45.97999954,2.589999914,0,1,16,11,4.54
1.058991074,11,1485,47.31999969,2.589999914,0,1,7,8,0.52
1.058991074,11,1485,47.31999969,12.77999973,1500,1,16,9,3.42
1.058991074,11,1485,48.37999725,12.77999973,1500,1,13,9,1.06
1.058991074,11,1485,48.20999908,12.77999973,1500,1,-1,7,3.40
1.058991074,11,1485,48.20999908,9.630000114,1080,1,30,7,1.26
1.058991074,11,1485,48.54999924,9.630000114,1080,1,25,15,4.20
1.058991074,11,1485,48.54999924,9.630000114,1080,1,4,9,1.52
1.058991074,11,1485,48.54999924,9.630000114,1080,1,5,6,0.42
1.058991074,11,1485,47.32999802,9.630000114,1080,1,23,5,2.22
1.058991074,11,1485,47.32999802,20.01000023,1648,1,16,8,0.64
1.058991074,11,1485,47.75,20.01000023,1648,1,4,13,4.02
1.058991074,11,1485,48.30999756,20.01000023,1648,1,1,7,3.07
1.058991074,11,1485,48.30999756,9.449999809,2298,1,29,12,1.11
1.058991074,11,1485,47.87999725,9.449999809,2298,1,6,9,4.74
1.058991074,11,1485,47.87999725,9.449999809,2298,1,20,9,3.91
1.058991074,11,1485,47.11999893,9.449999809,2298,1,3,15,0.95
1.058991074,11,1485,47.11999893,2.029999971,1114,1,18,14,2.81
1.058991074,11,1485,47.11999893,2.029999971,1114,1,4,14,4.27
1.058991074,11,1485,46.38999939,2.029999971,1114,1,-4,14,0.10
1.058991074,11,1485,46.56999969,25.22999954,2168,1,27,15,2.78
1.058991074,11,1485,47.09000015,25.22999954,2168,1,23,12,4.05
1.058991074,11,1485,47.09000015,4.5,1308,1,-5,11,2.92
1.058991074,11,1485,47.09000015,4.5,1308,1,27,4,2.96
1.058991074,11,1485,50.20999908,4.5,1308,1,0,6,1.76
1.058991074,11,1485,50.20999908,4.5,1308,1,8,9,4.16
1.058991074,11,1485,50.20999908,14.09000015,2234,1,0,11,1.89
1.058991074,11,1485,50.22999954,14.09000015,2234,1,6,11,1.66
1.058991074,11,1485,51.30999756,14.09000015,2234,1,13,15,0.90
1.058991074,11,1485,51.30999756,6.319999695,1782,1,13,6,2.88
1.058991074,11,1485,50.65999985,6.319999695,1782,1,12,5,2.73
1.058991074,11,1485,49.45999908,6.319999695,1782,1,29,5,0.34
1.058991074,11,1485,49.45999908,6.319999695,1782,1,26,6,1.93
1.058991074,11,1485,49.45999908,0.879999995,0,1,25,11,0.47
1.058991074,11,1485,49.45999908,0.879999995,0,1,22,5,0.08
1.058991074,11,1485,48.20000076,0.879999995,0,1,24,4,1.66
1.058991074,11,1485,48.20000076,0.879999995,0,1,11,5,2.67
1.058991074,11,1485,48.70999908,0.879999995,0,1,1,11,4.73
1.058991074,11,1485,48.70999908,19.03999901,1686,1,24,10,2.73
1.058991074,11,1485,48.32999802,19.03999901,1686,1,4,11,2.09
1.058991074,11,1485,49.77000046,19.03999901,1686,1,8,12,3.02
1.058991074,11,1485,49.77000046,10.17999935,1514,1,-2,7,3.64
1.058991074,11,1485,50,10.17999935,1514,1,23,13,3.26
1.058991074,11,1485,50,10.17999935,1514,1,30,4,2.36
1.058991074,11,1485,51.38999939,10.17999935,1514,1,25,10,3.69
1.058991074,11,1485,51.38999939,17.85000038,1598,1,30,5,2.35
1.058991074,11,1485,53.09999847,17.85000038,1598,1,18,15,4.06
1.058991074,11,1485,53.72999954,17.85000038,1598,1,-1,6,2.93
1.058991074,11,1485,53.72999954,2.25,1264,1,2,5,4.91
1.058991074,11,1485,52.79999924,2.25,1264,1,6,12,2.53
1.058991074,11,1485,51.94999695,2.25,1264,1,4,10,2.12
1.058991074,11,1485,51.94999695,2.25,1264,1,25,5,3.57
1.058991074,11,1485,51.94999695,17.44000053,2100,1,5,5,4.02
1.058991074,11,1485,51.94999695,17.44000053,2100,1,23,8,2.32
1.058991074,11,1485,51.20999908,17.44000053,2100,1,6,9,0.60
1.058991074,11,1485,50.46999741,17.44000053,2100,1,19,7,3.05
1.058991074,11,1485,50.46999741,17.52999878,1846,1,26,15,1.76
1.058991074,11,1485,50.39999771,17.52999878,1846,1,-2,10,4.94
1.058991074,11,1485,51.40999985,17.52999878,1846,1,15,12,2.16
1.058991074,11,1485,51.40999985,16.28999901,1398,1,14,14,4.23
1.058991074,11,1485,51.40999985,16.28999901,1398,1,-2,9,1.88
1.058991074,11,1485,52.38999939,16.28999901,1398,1,30,5,4.46
1.058991074,11,1485,52.38999939,16.28999901,1398,1,30,4,2.81
1.058991074,11,1485,51.93000031,16.28999901,1398,1,17,5,2.24
1.058991074,11,1485,51.93000031,4.259999752,2068,1,21,4,2.01
1.058991074,11,1485,51.43000031,4.259999752,2068,1,27,8,2.22
1.058991074,11,1485,52.20999908,15.56999969,2172,1,22,10,4.69
1.058991074,11,1485,50.95000076,15.56999969,2172,1,25,6,3.01
1.058991074,11,1485,50.95000076,15.56999969,2172,1,15,13,1.48
1.058991074,11,1485,50.95000076,1.99000001,1194,1,-1,4,3.30
1.058991074,11,1485,51.61999893,1.99000001,1194,1,0,14,2.84
1.058991074,11,1485,51.61999893,1.99000001,1194,1,11,14,2.18
1.058991074,11,1485,51.89999771,1.99000001,1194,1,14,14,3.12
1.058991074,11,1485,51.89999771,16.15999985,1986,1,11,9,2.87
1.058991074,11,1485,52.18999863,16.15999985,1986,1,14,13,3.36
1.058991074,11,1485,52.20999908,16.15999985,1986,1,12,9,4.14
1.058991074,11,1485,52.20999908,2.159999847,1230,1,4,5,1.28
1.058991074,11,1485,51.54999924,2.159999847,1230,1,10,11,3.17
1.058991074,11,1485,51.54999924,2.159999847,1230,1,8,8,4.92
1.058991074,11,1485,51.66999817,2.159999847,1230,1,22,9,4.16
1.058991074,11,1485,51.66999817,2.159999847,1230,1,27,7,2.73
1.058991074,11,1485,51.66999817,0.870000005,0,1,16,15,2.66
1.058991074,11,1485,51.68000031,0.870000005,0,1,27,9,0.86
1.058991074,11,1485,52.46999741,0.870000005,0,1,7,8,1.62
1.058991074,11,1485,53.68000031,0.870000005,0,1,-1,5,0.04
1.058991074,11,1485,54.86999893,0.870000005,0,1,23,4,0.47
1.058991074,11,1485,54.86999893,0.870000005,0,1,30,9,1.10
1.058991074,11,1485,54.86999893,9.510000229,1798,1,24,8,0.72
1.058991074,11,1485,56.14999771,9.510000229,1798,1,22,14,4.21
1.058991074,11,1485,56.14999771,9.510000229,1798,1,24,5,4.94
1.058991074,11,1485,56.54999924,9.510000229,1798,1,-2,15,1.63
1.058991074,11,1485,56.54999924,3.24000001,680,1,-5,15,0.69
1.058991074,11,1485,58.40999985,3.24000001,680,1,5,9,4.18
1.058991074,11,1485,59.41999817,3.24000001,680,1,17,7,2.12
1.058991074,11,1485,59.41999817,8.729999542,1942,1,25,12,3.87
1.058991074,11,1485,59.88999939,8.729999542,1942,1,25,15,0.83
1.058991074,11,1485,59.88999939,8.729999542,1942,1,0,4,0.79
1.058991074,11,1485,60.34000015,8.729999542,1942,1,2,9,1.23
1.058991074,11,1485,60.34000015,8.729999542,1942,1,20,7,2.57
1.058991074,11,1485,60.34000015,21.43000031,2024,1,7,10,1.98
1.058991074,11,1485,61.75,21.43000031,2024,1,6,8,1.37
1.058991074,11,1485,62.47999954,21.43000031,2024,1,11,13,1.09
1.058991074,11,1485,62.47999954,1.620000005,1546,1,27,5,3.32
1.058991074,11,1485,62.45999908,1.620000005,1546,1,1,11,4.60
1.058991074,11,1485,62.27999878,1.620000005,1546,1,23,10,3.94
1.058991074,11,1485,62.27999878,1.789999962,0,1,23,10,3.42
1.058991074,11,1485,62.27999878,1.789999962,0,1,-4,8,0.02
1.058991074,11,1485,61.95999908,1.789999962,0,1,12,7,4.90
1.058991074,11,1485,60.44999695,1.789999962,0,1,30,8,1.51
1.058991074,11,1485,60.44999695,5.409999847,1376,1,3,13,0.84
1.058991074,11,1485,57.77999878,5.409999847,1376,1,26,11,2.62
1.058991074,11,1485,56.37999725,13.88999939,1826,1,21,8,4.83
1.058991074,11,1485,53.09000015,13.88999939,1826,1,26,9,2.46
1.058991074,11,1485,53.09000015,13.88999939,1826,1,26,5,4.93
1.058991074,11,1485,53.09000015,5.639999866,1154,1,15,6,2.70
1.058991074,11,1485,53.61000061,5.639999866,1154,1,4,10,3.07
1.058991074,11,1485,53.93000031,5.639999866,1154,1,30,6,2.32
1.058991074,11,1485,53.93000031,11.13000011,1866,1,1,8,1.71
1.058991074,11,1485,54.62999725,11.13000011,1866,1,-3,6,2.29
1.058991074,11,1485,55.11000061,11.13000011,1866,1,1,6,3.68
1.058991074,11,1485,55.11000061,2.049999952,1232,1,18,15,0.58
1.058991074,11,1485,55.66999817,2.049999952,1232,1,24,12,4.79
1.058991074,11,1485,55.66999817,2.049999952,1232,1,18,15,1.25
1.058991074,11,1485,55.66999817,2.049999952,1232,1,5,8,1.00
1.058991074,11,1485,56.11000061,2.049999952,1232,1,6,6,3.38
1.058991074,11,1485,56.11000061,0.870000005,0,1,25,15,3.88
1.058991074,11,1485,57.14999771,0.870000005,0,1,18,4,4.33
1.058991074,11,1485,58.55999756,0.870000005,0,1,18,15,4.25
1.058991074,11,1485,58.55999756,12.18999958,1408,1,4,12,4.02
1.058991074,11,1485,59.22999954,12.18999958,1408,1,5,15,4.49
1.058991074,11,1485,59.57999802,12.18999958,1408,1,25,13,1.51
1.058991074,11,1485,59.57999802,12.18999958,1408,1,1,8,2.12
1.058991074,11,1485,59.57999802,12.18999958,1408,1,14,14,3.19
1.058991074,11,1485,59.57999802,2.00999999,1102,1,2,10,2.27
1.058991074,11,1485,59.30999756,2.00999999,1102,1,8,13,4.19
1.058991074,11,1485,60.40999985,2.00999999,1102,1,2,5,3.15
1.058991074,11,1485,60.40999985,28.39999962,1744,1,-3,11,4.72
1.058991074,11,1485,61.15999985,28.39999962,1744,1,29,12,4.02
1.058991074,11,1485,61.34999847,28.39999962,1744,1,-1,5,4.81
1.058991074,11,1485,61.34999847,5.809999943,1924,1,15,5,4.99
1.058991074,11,1485,60.15999985,5.809999943,1924,1,0,11,0.66
1.058991074,11,1485,60.15999985,5.809999943,1924,1,9,12,0.48
1.058991074,11,1485,60.15999985,5.809999943,1924,1,-1,14,4.33
1.058991074,11,1485,58.41999817,5.809999943,1924,1,3,4,0.97
1.058991074,11,1485,58.41999817,0.879999995,288,1,8,15,0.84
1.058991074,11,1485,55.61000061,0.879999995,288,1,-2,8,4.49
1.058991074,11,1485,52.77999878,0.879999995,288,1,27,10,4.89
1.058991074,11,1485,52.77999878,0.870000005,0,1,22,13,0.38
1.058991074,11,1485,50.72999954,0.870000005,0,1,-3,6,3.17
1.058991074,11,1485,49.30999756,0.870000005,0,1,0,6,1.89
1.058991074,11,1485,49.30999756,0.870000005,0,1,6,7,4.61
1.058991074,11,1485,48.63999939,0.870000005,0,1,8,14,4.46
1.058991074,11,1485,46.82999802,0.870000005,0,1,15,12,0.05
1.058991074,11,1485,44.21999741,0.870000005,0,1,24,12,1.21
1.058991074,11,1485,41.30999756,0.870000005,0,1,-4,13,2.11
1.058991074,11,1485,41.30999756,0.870000005,0,1,10,5,3.30
1.058991074,11,1485,41.30999756,0.870000005,0,1,0,5,4.93
1.058991074,11,1485,29.37999916,0.870000005,0,1,0,7,2.17
1.058991074,11,1485,25.18999863,0.870000005,0,1,-5,14,0.91
1.058991074,11,1485,25.18999863,0.870000005,0,1,24,8,4.80
1.058991074,11,1485,24.17000008,0.870000005,0,1,19,10,0.44
1.058991074,11,1485,25.20999908,0.870000005,0,1,15,4,2.15
1.058991074,11,1485,28.18000031,0.870000005,0,1,23,15,2.15
1.058991074,11,1485,28.18000031,0.870000005,0,1,10,10,0.37
1.058991074,11,1485,28.18000031,20.77000046,1780,1,10,4,0.50
1.058991074,11,1485,28.18000031,20.77000046,1780,1,28,5,4.02
1.058991074,11,1485,31.6799984,20.77000046,1780,1,27,6,4.67
1.058991074,11,1485,36.52000046,20.77000046,1780,1,-3,12,3.22
1.058991074,11,1485,36.52000046,35,2368,1,26,7,4.40
1.058991074,11,1485,39.70999908,35,2368,1,9,9,3.13
1.058991074,11,1485,43.77000046,35,2368,1,16,8,2.38
1.058991074,11,1485,43.77000046,20.72999954,2282,1,-3,10,4.12
1.058991074,11,1485,47.75,20.72999954,2282,1,-3,7,4.47
1.058991074,11,1485,47.75,20.72999954,2282,1,18,9,0.93
1.058991074,11,1485,47.75,20.72999954,2282,1,18,5,2.30
1.058991074,11,1485,51,20.72999954,2282,1,4,6,0.89
1.058991074,11,1485,51,34.45999908,2582,1,30,15,2.26
1.058991074,11,1485,53.34999847,34.45999908,2582,1,24,8,2.21
1.058991074,11,1485,54.05999756,34.45999908,2582,1,1,13,0.57
1.058991074,11,1485,54.05999756,19.02999878,1794,1,26,4,1.98
